LAMMPS data file for 16800 atoms
16800 atoms
1 atom types

0.0 200.0 xlo xhi
0.0 200.0 ylo yhi
0.0 200.0 zlo zhi

Atoms

1 1 1435.655626 -1016.243960 -2332.341179
2 1 2659.439298 -1482.050500 -832.582001
3 1 -664.232556 -2304.760380 -1070.418720
4 1 -853.914801 -2509.832854 2239.658653
5 1 208.811158 -2427.397055 2479.353987
6 1 -1990.290606 16.252490 1380.423088
7 1 -1879.005854 2695.890794 1379.084413
8 1 -2171.835246 1182.699440 1181.228903
9 1 674.495370 782.126935 -2108.353414
10 1 943.617449 -2312.604816 -1893.595334
11 1 406.324645 2577.049815 -946.495854
12 1 3207.970274 256.738155 -1575.898336
13 1 1483.229514 -1486.180970 -2654.250906
14 1 -1456.548511 2955.065013 441.328442
15 1 -2980.950407 838.300207 677.298683
16 1 -2243.668197 -1665.543822 -2802.426590
17 1 -1792.493361 -703.593732 780.548853
18 1 1498.151652 -2421.246620 1518.279018
19 1 -568.903844 1859.272551 -2866.683077
20 1 -2851.344165 -1766.183136 1708.208996
21 1 3655.369001 1030.319312 140.064116
22 1 -1996.748409 -1517.265539 1851.069584
23 1 -732.614145 1877.662753 -2100.584821
24 1 2767.066008 -1272.970715 773.939077
25 1 -674.224964 -537.216097 -1523.037845
26 1 -1556.829250 -3483.536198 -51.645551
27 1 433.125336 2723.862987 -697.827116
28 1 -1277.018262 -2899.642948 1726.957871
29 1 407.873202 2109.813759 116.263299
30 1 1028.494379 441.085045 -678.574139
31 1 -475.342855 -497.972520 3347.114136
32 1 931.657904 -2749.222550 1436.991234
33 1 -2096.786044 -657.101138 -286.225973
34 1 2401.111807 241.101489 -775.986472
35 1 2581.760154 406.319884 1576.771696
36 1 -1957.512994 -2663.212354 1502.031182
37 1 -1132.441379 -309.215152 -3697.151116
38 1 -843.507068 2685.038206 1427.498213
39 1 553.607572 -910.048930 -1499.331195
40 1 1180.124371 3450.749501 -1450.781661
41 1 1062.707862 -128.706614 -1534.637633
42 1 -1304.650630 -2205.558445 -649.515992
43 1 79.381702 -208.186078 -853.155629
44 1 1453.539372 -694.333034 -1286.238451
45 1 -437.048299 -988.746673 -3162.925975
46 1 -1875.409224 -2013.851809 178.347518
47 1 -434.098274 552.510560 -61.308603
48 1 -419.383500 1080.941228 484.370567
49 1 -685.515646 -360.105492 -1507.655617
50 1 540.186825 1613.170331 -2578.254759
51 1 2202.428075 1261.769844 -741.199098
52 1 1678.719051 -320.333156 1743.014989
53 1 -1240.730132 2283.249180 -808.136588
54 1 -580.330211 -1027.400055 1410.583185
55 1 -459.772685 -1265.363113 2967.931143
56 1 894.621804 1081.267940 -3447.252195
57 1 1940.956424 -78.884651 -612.614744
58 1 -2619.763716 155.901348 -2635.032876
59 1 1141.335783 770.980684 3120.233103
60 1 -1264.478453 -295.785988 1053.140160
61 1 -3395.325896 -1371.497748 -1236.026424
62 1 -3193.226113 -372.456200 1584.404777
63 1 2147.367315 1002.422711 -2256.072745
64 1 463.734104 1295.699832 3296.154757
65 1 -150.582394 368.888454 -1094.374434
66 1 -1151.383228 2019.043407 3156.354060
67 1 -509.993182 -2154.449223 -1638.467405
68 1 -2086.719040 2435.811589 120.050313
69 1 1568.316127 855.752831 -986.076612
70 1 1099.303005 -564.584819 -2889.124972
71 1 -3293.054303 -1439.405888 -1646.590595
72 1 3140.607784 1479.955184 -880.870247
73 1 -853.755075 -2782.080635 1631.975834
74 1 1491.696779 3247.907319 -638.827920
75 1 -659.630663 1230.657010 255.034941
76 1 -349.516443 -3341.197725 431.996248
77 1 559.945896 -2281.986349 -1085.822266
78 1 678.597610 -1590.808016 -1757.734994
79 1 1619.802191 261.508555 41.627793
80 1 2372.745398 2155.172995 -65.387458
81 1 26.701343 -1526.533917 925.967973
82 1 3073.947590 1213.096030 -398.727296
83 1 1665.090219 2354.501684 1448.946057
84 1 -1779.330756 75.015282 -1541.160619
85 1 201.887230 342.197425 -1948.697088
86 1 2155.004163 1842.245176 2096.876849
87 1 -2493.324836 1888.367463 832.517649
88 1 -1573.600190 3015.005787 -350.683274
89 1 1610.923484 2678.652908 869.082715
90 1 -992.402624 3273.847678 -13.191439
91 1 2172.361157 2504.008065 1101.323040
92 1 3321.030158 1603.472418 -263.291019
93 1 -2103.529046 -141.471801 -2832.861340
94 1 922.904734 253.894441 -3163.773484
95 1 -1609.900569 830.529165 785.496559
96 1 173.923888 1832.866935 -669.962437
97 1 30.773748 -2158.449040 -3107.112955
98 1 -1108.436705 269.253043 861.110914
99 1 -382.883128 1219.523001 -3026.400928
100 1 215.769518 -1.921935 2461.999755
101 1 368.926194 627.005802 216.044791
102 1 -2246.632218 -792.844569 -246.116757
103 1 122.334024 1076.577808 752.268020
104 1 -2542.053926 1914.516283 2338.392660
105 1 -50.753399 1723.586544 -802.894371
106 1 1949.336153 387.138625 -1528.655748
107 1 -3462.501213 -734.492800 1239.846617
108 1 2689.608925 -1246.604175 -2408.819376
109 1 3164.497292 2085.637229 -411.043870
110 1 -239.697993 2831.457509 2590.215663
111 1 -1944.798575 1434.788953 -885.534726
112 1 -3228.580211 -1282.067430 -350.187088
113 1 -11.097753 2823.968213 -2381.720619
114 1 530.162105 1154.865167 1070.056570
115 1 955.352922 -632.639765 -2209.113304
116 1 2656.355920 2011.531923 626.319153
117 1 2774.701282 -2071.137106 -337.218640
118 1 -3001.347104 1293.953830 404.273684
119 1 -790.233078 -52.696793 3369.387211
120 1 78.574595 1434.451707 1703.569178
121 1 623.230932 -346.413696 -147.879399
122 1 1405.889826 3227.845598 -1542.790207
123 1 1621.006537 -91.544722 1862.401820
124 1 3012.246778 -2589.510328 -278.493020
125 1 -337.621917 -1007.380457 2497.610411
126 1 2586.668750 1365.472896 -1901.225574
127 1 -1937.001775 -1099.824346 775.412870
128 1 208.413380 355.682856 -3812.850839
129 1 -200.568173 -1147.276572 1130.480774
130 1 2371.139563 979.349098 -2620.675175
131 1 -682.324863 1369.530965 1021.314747
132 1 1076.548137 1269.629610 -3179.000463
133 1 -1574.688703 2776.968400 653.002893
134 1 1904.673802 -1724.241477 -96.043430
135 1 -1715.538724 -919.233027 -3288.956317
136 1 -528.865361 2286.063929 -1044.323559
137 1 -1422.223317 2752.210355 -764.794259
138 1 128.113537 -665.832415 3316.905306
139 1 1654.267386 -2072.416647 -1596.464548
140 1 1539.868668 -1644.829477 -2909.201373
141 1 -3128.342783 -704.592871 -1266.398564
142 1 2627.966754 1673.754992 -360.257258
143 1 1607.095116 2208.306280 541.304632
144 1 -56.109063 -1416.738393 2674.391300
145 1 234.830016 -2947.273250 1705.292893
146 1 1264.630435 1084.743904 -1808.779398
147 1 344.465249 1263.716587 -363.334649
148 1 3089.353197 -1866.094911 -706.696737
149 1 2144.475105 -886.801216 1627.743103
150 1 -1591.846334 71.533901 3582.309282
151 1 3414.755232 -2029.927214 75.641780
152 1 969.661289 679.953513 -176.395793
153 1 -2384.513334 -2157.610366 1642.774291
154 1 984.756982 -303.353928 3841.106943
